commodity,year,Type,msprice,msp_filter,date,APMC,Commodity,arrivals_in_qtl,min_price,max_price,modal_price,district_name,Year,Month,trend,detrended_m,seasonal_m,residual_m,deseasonalised,raw_comparison,deseasonalised_comaprison
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Vaijapur,maize,7810.0,907.0,1121.0,1021.0,Aurangabad,2014.0,11.0,1087.3333333333333,0.9389944819129369,0.9457730150217535,0.9928328118891606,1079.5402107941472,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Sillod,maize,3135.0,900.0,1013.0,958.0,Aurangabad,2014.0,11.0,958.0,1.0,0.9092839096677978,1.0997665188701566,1053.5763250776101,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Sillod-Bharadi,maize,171.0,1150.0,1292.0,1237.0,Aurangabad,2014.0,11.0,1237.0,1.0,0.8626410904829458,1.1592306592306592,1433.9683254683255,Below_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Savner,maize,248.0,989.0,1028.0,1009.0,Nagpur,2014.0,11.0,1009.0,1.0,1.0625200388973888,0.9411587202042158,949.6291486860538,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Barshi,maize,2764.0,1052.0,1201.0,1138.0,Solapur,2014.0,11.0,1205.3333333333333,0.944137168141593,0.9393799985482377,1.0050641589140787,1211.4373328777694,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Ahmednagar,maize,277.0,1454.0,1484.0,1469.0,Ahmadnagar,2014.0,11.0,1469.0,1.0,0.9373288812574128,1.066861397312878,1567.2193926526177,Above_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Akole,maize,4.0,1375.0,1400.0,1390.0,Ahmadnagar,2014.0,11.0,1390.0,1.0,1.0075021702604834,0.992553693200935,1379.6496335492996,Above_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Shahada,maize,3482.0,950.0,1490.0,1193.0,Nandurbar,2014.0,11.0,1180.6666666666667,1.010446075663467,0.9162742822443225,1.102776859772251,1302.0118791044374,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Taloda,maize,5877.0,966.0,1146.0,1063.0,Nandurbar,2014.0,11.0,1105.5,0.9615558570782451,1.0119800209643384,0.9501727674049899,1050.4159943662164,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Nandurbar,maize,28959.0,1106.0,1447.0,1288.0,Nandurbar,2014.0,11.0,1225.3333333333333,1.0511425462459196,1.0292762158301088,1.021244375493682,1251.3647747715916,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Akluj,maize,421.0,1205.0,1220.0,1219.0,Solapur,2014.0,11.0,1283.6666666666667,0.9496234744222279,1.023135796564585,0.9281499851835976,1191.4351976473447,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Kopargaon,maize,768.0,977.0,1124.0,1069.0,Ahmadnagar,2014.0,11.0,1082.3333333333333,0.9876809362488451,0.9635645888411356,1.0250282624403144,1109.4222560479002,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Latur,maize,192.0,1079.0,1252.0,1179.0,Latur,2014.0,11.0,1179.0,1.0,1.0555555555555556,0.9473684210526315,1116.9473684210527,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Kolhapur-Laxmipuri,maize,40.0,1500.0,1600.0,1550.0,Kolhapur,2014.0,11.0,1450.0,1.0689655172413792,1.0565954447296144,1.0117074823419576,1466.9758493958386,Above_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Jalna-Badnapur,maize,1714.0,850.0,1175.0,1000.0,Jalna,2014.0,11.0,1000.0,1.0,0.9847653261719542,1.0154703597122647,1015.4703597122647,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Ausa,maize,7.0,1229.0,1305.0,1280.0,Latur,2014.0,11.0,1292.0,0.9907120743034056,0.9824289063553566,1.008431315380141,1302.893259471142,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Ahmedpur,maize,37.0,1144.0,1348.0,1246.0,Latur,2014.0,11.0,1117.0,1.1154879140555058,0.9935628822439847,1.1227149624754003,1254.072613085022,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Barshi-Vairag,maize,367.0,1087.0,1246.0,1170.0,Solapur,2014.0,11.0,1256.3333333333333,0.9312815070310427,0.9312815070310427,1.0,1256.3333333333333,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Dudhani,maize,2673.0,917.0,1070.0,1001.0,Solapur,2014.0,11.0,1110.6666666666667,0.9012605042016806,0.9681110129546392,0.9309474762104675,1033.972330244426,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Rahata,maize,296.0,1076.0,1169.0,1107.0,Ahmadnagar,2014.0,11.0,1160.6666666666667,0.9537622056289489,0.9102734957179681,1.0477754324558022,1216.118018603701,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Pandharpur,maize,202.0,1099.0,1146.0,1141.0,Solapur,2014.0,11.0,1263.5,0.9030470914127424,0.9309948439668142,0.9699807654841663,1225.5706971892441,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Mohol,maize,468.0,1144.0,1214.0,1175.0,Solapur,2014.0,11.0,1341.3333333333333,0.8759940357852883,0.9375020356907556,0.9343916092297891,1253.3306118468904,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Karmala,maize,15925.0,1081.0,1237.0,1213.0,Solapur,2014.0,11.0,1213.0,1.0,0.9097990517046738,1.0991438143690284,1333.2614468296315,Below_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Kurdwadi,maize,361.0,1062.0,1330.0,1268.0,Solapur,2014.0,11.0,1304.3333333333333,0.9721441349348326,0.9660613212025179,1.0062965089263103,1312.5460798095507,Below_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-11-01,Mangalwedha,maize,448.0,1039.0,1185.0,1125.0,Solapur,2014.0,11.0,1279.0,0.8795934323690383,0.9330355422401074,0.9427223214425884,1205.7418491250705,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Lonand,maize,238.0,1381.0,1400.0,1394.0,Satara,2014.0,12.0,1408.25,0.9898810580507722,1.0130414192331012,0.9771377944251658,1376.0542989992398,Above_MSP,Above_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Pusad,maize,30.0,1231.0,1261.0,1261.0,Yewatmal,2014.0,12.0,1261.0,1.0,1.0,1.0,1261.0,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Phaltan,maize,3720.0,1133.0,1210.0,1170.0,Satara,2014.0,12.0,1228.75,0.9521871820956256,1.0015073796572225,0.950754034804539,1168.2390202660774,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Vaduj,maize,2090.0,1301.0,1312.0,1306.0,Satara,2014.0,12.0,1332.5,0.9801125703564728,1.0227898000355822,0.958273704257097,1276.8997109225818,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Pandharpur,maize,121.0,1067.0,1107.0,1100.0,Solapur,2014.0,12.0,1209.0,0.9098428453267163,0.9941163379175955,0.9152277360541028,1106.5103328894102,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Barshi,maize,8529.0,1047.0,1148.0,1109.0,Solapur,2014.0,12.0,1181.25,0.9388359788359788,1.0181014697164417,0.9221438203968612,1089.2823878437923,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Mohol,maize,1132.0,1109.0,1169.0,1146.0,Solapur,2014.0,12.0,1292.5,0.8866537717601547,0.9939026166152412,0.8920932060523948,1153.0304688227204,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Barshi-Vairag,maize,753.0,1055.0,1138.0,1121.0,Solapur,2014.0,12.0,1222.5,0.9169734151329243,1.0026225775278297,0.9145748716270774,1118.0677805641021,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Kurdwadi,maize,726.0,1121.0,1202.0,1162.0,Solapur,2014.0,12.0,1268.75,0.9158620689655173,1.0301082327034643,0.8890930485643105,1128.036805365969,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Dudhani,maize,498.0,942.0,1071.0,1030.0,Solapur,2014.0,12.0,1090.5,0.9445208619899129,1.0477184830682449,0.9015025288318694,983.0885076911536,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Mangalwedha,maize,309.0,1100.0,1166.0,1137.0,Solapur,2014.0,12.0,1243.5,0.9143546441495778,1.010068718407652,0.9052400371244393,1125.6659861642404,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Washim,maize,31.0,1000.0,1100.0,1050.0,Wasim,2014.0,12.0,1050.0,1.0,1.0,1.0,1050.0,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Akluj,maize,705.0,1179.0,1187.0,1186.0,Solapur,2014.0,12.0,1259.25,0.9418304546356958,1.0263372037544913,0.9176618086047573,1155.5656324855406,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Dhule,maize,28585.0,928.0,1131.0,1046.0,Dhule,2014.0,12.0,1088.5,0.9609554432705558,1.0296569731126253,0.9332772645297719,1015.8723024406568,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Dondaicha,maize,12067.0,1185.0,1450.0,1355.0,Dhule,2014.0,12.0,1210.0,1.1198347107438016,1.1592403791988073,0.9660073362159448,1168.8688768212933,Above_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Aheri,maize,111.0,1296.0,1296.0,1296.0,Gadchiroli,2014.0,12.0,1181.5,1.0969107067287347,1.0487585674335,1.0459134645384318,1235.7467583521573,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Sakri,maize,227.0,911.0,1038.0,960.0,Dhule,2014.0,12.0,1042.0,0.9213051823416507,1.0585217347304483,0.8703696410884376,906.925166014152,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Shirpur,maize,8234.0,928.0,1266.0,1041.0,Dhule,2014.0,12.0,1089.5,0.9554841670491051,1.0479444133835347,0.9117698943249289,993.37329986701,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Khamgaon,maize,5658.0,838.0,1041.0,939.0,Buldhana,2014.0,12.0,1091.0,0.8606782768102658,0.9639888364206635,0.8928301286205816,974.0776703250546,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Lonar,maize,3.0,1060.0,1150.0,1105.0,Buldhana,2014.0,12.0,1109.0,0.9963931469792606,0.9683783463979969,1.0289296024487415,1141.0829291156542,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Jalgaon Jamod-Aasalgaon,maize,2688.0,955.0,1055.0,1005.0,Buldhana,2014.0,12.0,1045.5,0.9612625538020086,1.0012181202516905,0.9600930450203621,1003.7772785687886,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Chikhali,maize,45.0,991.0,1113.0,1052.0,Buldhana,2014.0,12.0,1084.6666666666667,0.9698832206515058,1.0180456515983238,0.9526912856302628,1033.3524811469586,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Jalgaon Jamod,maize,1029.0,934.0,1046.0,990.0,Buldhana,2014.0,12.0,996.6666666666666,0.9933110367892977,1.050231189575452,0.9458022639670759,942.6495897538523,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Sangrampur,maize,129.0,888.0,1066.0,952.0,Buldhana,2014.0,12.0,926.0,1.0280777537796977,1.0280777537796977,1.0,926.0,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Shegaon,maize,69.0,955.0,995.0,975.0,Buldhana,2014.0,12.0,1000.0,0.975,1.0289530251636823,0.9475651231453451,947.5651231453452,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Malkapur,maize,5149.0,911.0,1063.0,1025.0,Buldhana,2014.0,12.0,1054.3333333333333,0.972178311729371,1.0386476643930473,0.93600394537784,986.8601597433692,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Mehkar,maize,150.0,929.0,1020.0,964.0,Buldhana,2014.0,12.0,964.0,1.0,1.0467639183824209,0.9553252480705623,920.933539140022,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Nandura,maize,3012.0,907.0,1064.0,1001.0,Buldhana,2014.0,12.0,1164.75,0.8594118909637262,0.9796176928833142,0.8772931493654574,1021.8271957234165,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Bhokardan-Pimpalgaon Renu,maize,668.0,1005.0,1017.0,1011.0,Jalna,2014.0,12.0,1094.6666666666667,0.9235688185140073,1.0244272515591022,0.9015465149998735,986.8929184198615,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Jafrabad,maize,3314.0,875.0,1015.0,950.0,Jalna,2014.0,12.0,1135.0,0.8370044052863436,0.9881330751263933,0.8470563594678595,961.4089679960206,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Jalna,maize,80267.0,954.0,1135.0,1067.0,Jalna,2014.0,12.0,1090.75,0.9782259912903966,1.0303047898490407,0.949453017134595,1035.6158784395595,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Latur,maize,151.0,1100.0,1235.0,1135.0,Latur,2014.0,12.0,1157.0,0.9809853068280034,1.0373252883659365,0.945687257247258,1094.1601566350776,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Ausa,maize,144.0,1074.0,1158.0,1111.0,Latur,2014.0,12.0,1231.6666666666667,0.9020297699594045,0.9781433245553082,0.9221856831354373,1135.8253663951468,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Bhokardan,maize,5742.0,992.0,1004.0,1001.0,Jalna,2014.0,12.0,1116.5,0.896551724137931,1.011009814654575,0.8867883487800264,990.0991914128995,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Chopda,maize,3743.0,924.0,1105.0,1052.0,Jalgaon,2014.0,12.0,1058.0,0.994328922495274,1.055448791929062,0.9420911086343866,996.732392935181,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Jalgaon,maize,947.0,1014.0,1078.0,1041.0,Jalgaon,2014.0,12.0,1120.25,0.9292568623075207,1.0191891851086576,0.9117609133660999,1021.4001631983733,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Bhusaval,maize,34.0,975.0,975.0,975.0,Jalgaon,2014.0,12.0,1029.25,0.9472917172698567,0.9472917172698567,1.0,1029.25,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Chalisgaon,maize,41170.0,929.0,1124.0,1046.0,Jalgaon,2014.0,12.0,1160.6666666666667,0.9012062033314187,0.9980739187863319,0.9029453494058783,1048.0185688770896,Below_MSP,Below_MSP
maize,2014,Kharif Crops,1310.0,1,2014-12-01,Raver,maize,178.0,932.0,1068.0,1021.0,Jalgaon,2014.0,12.0,1074.0,0.9506517690875232,1.0384552946965326,0.9154479484505222,983.1910966358608,Below_MSP,Below_MSP
